gene_id	locusName	Best-hit-arabi-name
Solyc02g090860.ITAG4.0	Solyc06g009780	AT2G47500
Solyc02g090890.ITAG4.0	Solyc06g009785	ATMG00240
Solyc02g090900.ITAG4.0	Solyc06g009790	AT3G16850
Solyc02g090910.ITAG4.0	Solyc06g009800	AT1G74630
Solyc02g090930.ITAG4.0	Solyc06g009803	
Solyc02g090940.ITAG4.0	Solyc06g009807	
Solyc02g091000.ITAG4.0	Solyc06g009810	
Solyc02g091020.ITAG4.0	Solyc06g009815	ATMG00810
Solyc02g091030.ITAG4.0	Solyc06g009820	
Solyc02g091050.ITAG4.0	Solyc06g009830	
Solyc02g091070.ITAG4.0	Solyc06g009840	
Solyc02g091080.ITAG4.0	Solyc06g009850	
Solyc02g091090.ITAG4.0	Solyc06g009860	
Solyc02g091100.ITAG4.0	Solyc06g009870	
Solyc02g091110.ITAG4.0	Solyc06g009880	
Solyc02g091120.ITAG4.0	Solyc06g009890	
Solyc02g091130.ITAG4.0	Solyc06g009900	
Solyc02g091140.ITAG4.0	Solyc06g009905	
Solyc02g091150.ITAG4.0	Solyc06g009920	
Solyc02g091160.ITAG4.0	Solyc06g009930	
Solyc02g091170.ITAG4.0	Solyc06g009940	
Solyc02g091190.ITAG4.0	Solyc06g009950	
Solyc02g091230.ITAG4.0	Solyc06g009960	
Solyc02g091270.ITAG4.0	Solyc06g009970	AT1G07920
Solyc02g091280.ITAG4.0	Solyc06g009975	
Solyc02g091290.ITAG4.0	Solyc06g009980	
Solyc02g091300.ITAG4.0	Solyc06g009983	
Solyc02g091310.ITAG4.0	Solyc06g009987	
Solyc02g091320.ITAG4.0	Solyc06g010000	AT5G60410
Solyc02g091330.ITAG4.0	Solyc06g010010	AT3G45290
Solyc02g091340.ITAG4.0	Solyc06g010020	
Solyc02g091350.ITAG4.0	Solyc06g010030	AT1G61560
Solyc02g091390.ITAG4.0	Solyc06g010040	
Solyc02g091410.ITAG4.0	Solyc06g010045	
Solyc02g091420.ITAG4.0	Solyc06g010060	AT5G60460
Solyc02g091430.ITAG4.0	Solyc06g010090	
Solyc02g091440.ITAG4.0	Solyc06g010100	
Solyc02g091460.ITAG4.0	Solyc06g010110	
Solyc02g091470.ITAG4.0	Solyc06g010120	
Solyc02g091490.ITAG4.0	Solyc06g010130	
Solyc02g091510.ITAG4.0	Solyc06g010140	
Solyc02g091520.ITAG4.0	Solyc06g010160	
Solyc02g091530.ITAG4.0	Solyc06g010170	
Solyc02g091550.ITAG4.0	Solyc06g010180	
Solyc02g091560.ITAG4.0	Solyc06g010190	
Solyc02g091580.ITAG4.0	Solyc06g010240	AT1G08060
Solyc02g091590.ITAG4.0	Solyc06g010250	
Solyc02g091620.ITAG4.0	Solyc06g010260	AT2G28060
Solyc02g091640.ITAG4.0	Solyc06g010270	AT2G28050
Solyc02g091650.ITAG4.0	Solyc06g010275	AT2G28050
Solyc02g091660.ITAG4.0	Solyc06g011270	
Solyc02g091680.ITAG4.0	Solyc06g011275	
Solyc02g091690.ITAG4.0	Solyc06g011280	AT1G09640
Solyc02g091700.ITAG4.0	Solyc06g011290	
Solyc02g091710.ITAG4.0	Solyc06g011320	
Solyc02g091720.ITAG4.0	Solyc06g011330	
Solyc02g091730.ITAG4.0	Solyc06g011340	
Solyc02g091750.ITAG4.0	Solyc06g011350	AT3G53420
Solyc02g091770.ITAG4.0	Solyc06g011360	
Solyc02g091790.ITAG4.0	Solyc06g011370	AT3G45450
Solyc02g091800.ITAG4.0	Solyc06g011380	
Solyc02g091810.ITAG4.0	Solyc06g011400	
Solyc02g091820.ITAG4.0	Solyc06g011403	AT4G32560
Solyc02g091830.ITAG4.0	Solyc06g011405	
Solyc02g091840.ITAG4.0	Solyc06g011407	
Solyc02g091860.ITAG4.0	Solyc06g011440	
Solyc02g091870.ITAG4.0	Solyc06g011450	AT2G25430
Solyc02g091880.ITAG4.0	Solyc06g011455	
Solyc02g091890.ITAG4.0	Solyc06g011500	
Solyc02g091900.ITAG4.0	Solyc06g011510	
Solyc02g091910.ITAG4.0	Solyc06g011520	AT5G25320
Solyc02g091920.ITAG4.0	Solyc06g011530	
Solyc02g091930.ITAG4.0	Solyc06g011540	
Solyc02g091940.ITAG4.0	Solyc06g011560	
Solyc02g091950.ITAG4.0	Solyc06g011570	
Solyc02g091960.ITAG4.0	Solyc06g011575	
Solyc02g091970.ITAG4.0	Solyc06g011580	
Solyc02g091980.ITAG4.0	Solyc06g011590	AT2G28120
Solyc02g091990.ITAG4.0	Solyc06g011610	AT2G05642
Solyc02g092000.ITAG4.0	Solyc06g011620	
Solyc02g092010.ITAG4.0	Solyc06g011630	
Solyc02g092020.ITAG4.0	Solyc06g011660	
Solyc02g092030.ITAG4.0	Solyc06g011661	
Solyc02g092050.ITAG4.0	Solyc06g011662	
Solyc02g092070.ITAG4.0	Solyc06g011664	
Solyc02g092080.ITAG4.0	Solyc06g011665	AT1G07990
Solyc02g092090.ITAG4.0	Solyc06g011666	
Solyc02g092110.ITAG4.0	Solyc06g011668	
Solyc02g092120.ITAG4.0	Solyc06g011669	
Solyc02g092150.ITAG4.0	Solyc06g011670	
Solyc02g092160.ITAG4.0	Solyc06g016670	
Solyc02g092200.ITAG4.0	Solyc06g016673	
Solyc02g092230.ITAG4.0	Solyc06g016677	
Solyc02g092240.ITAG4.0	Solyc06g016680	
Solyc02g092250.ITAG4.0	Solyc06g016685	
Solyc02g092260.ITAG4.0	Solyc06g016710	
Solyc02g092270.ITAG4.0	Solyc06g016720	
Solyc02g092290.ITAG4.0	Solyc06g016725	
Solyc02g092310.ITAG4.0	Solyc06g016730	
Solyc02g092330.ITAG4.0	Solyc06g016750	
Solyc02g092350.ITAG4.0	Solyc06g016760	
Solyc02g092360.ITAG4.0	Solyc06g016770	AT5G60580
Solyc02g092380.ITAG4.0	Solyc06g016780	
Solyc02g092390.ITAG4.0	Solyc06g016790	AT3G45230
Solyc02g092410.ITAG4.0	Solyc06g016820	
Solyc02g092420.ITAG4.0	Solyc06g016823	
Solyc02g092440.ITAG4.0	Solyc06g016827	
Solyc02g092450.ITAG4.0	Solyc06g017860	
Solyc02g092460.ITAG4.0	Solyc06g017870	
Solyc02g092470.ITAG4.0	Solyc06g017920	
Solyc02g092480.ITAG4.0	Solyc06g017940	
Solyc02g092490.ITAG4.0	Solyc06g017970	AT2G25320
Solyc02g092510.ITAG4.0	Solyc06g017973	
Solyc02g092520.ITAG4.0	Solyc06g017975	
Solyc02g092530.ITAG4.0	Solyc06g017977	
Solyc02g092550.ITAG4.0	Solyc06g018050	
Solyc02g092560.ITAG4.0	Solyc06g018100	AT4G33490
Solyc02g092580.ITAG4.0	Solyc06g018110	AT3G55340
Solyc02g092590.ITAG4.0	Solyc06g019130	
Solyc02g092600.ITAG4.0	Solyc06g019140	
Solyc02g092610.ITAG4.0	Solyc06g019160	
Solyc02g092620.ITAG4.0	Solyc06g019170	AT2G39800
Solyc02g092640.ITAG4.0	Solyc06g019190	
Solyc02g092650.ITAG4.0	Solyc06g019200	AT5G05740
Solyc02g092660.ITAG4.0	Solyc06g024310	
Solyc02g092700.ITAG4.0	Solyc06g024320	
Solyc02g092710.ITAG4.0	Solyc06g030470	
Solyc02g092730.ITAG4.0	Solyc06g030490	AT2G39840
Solyc02g092750.ITAG4.0	Solyc06g030510	AT4G15020
Solyc02g092760.ITAG4.0	Solyc06g030520	
Solyc02g092770.ITAG4.0	Solyc06g030540	AT1G45248
Solyc02g092780.ITAG4.0	Solyc06g030550	
Solyc02g092790.ITAG4.0	Solyc06g030570	AT2G39670
Solyc02g092800.ITAG4.0	Solyc06g030590	
Solyc02g092810.ITAG4.0	Solyc06g030600	
Solyc02g092820.ITAG4.0	Solyc06g030610	
Solyc02g092830.ITAG4.0	Solyc06g030620	
Solyc02g092850.ITAG4.0	Solyc06g030640	
Solyc02g092860.ITAG4.0	Solyc06g030660	
Solyc02g092870.ITAG4.0	Solyc06g031660	
Solyc02g092880.ITAG4.0	Solyc06g031670	AT2G30630
Solyc02g092910.ITAG4.0	Solyc06g031680	
Solyc02g092920.ITAG4.0	Solyc06g031690	AT2G26210
Solyc02g092940.ITAG4.0	Solyc06g031710	
Solyc02g092950.ITAG4.0	Solyc06g031712	
Solyc02g092970.ITAG4.0	Solyc06g031714	
Solyc02g092980.ITAG4.0	Solyc06g031716	
Solyc02g093000.ITAG4.0	Solyc06g031718	
Solyc02g093010.ITAG4.0	Solyc06g033780	
Solyc02g093020.ITAG4.0	Solyc06g033783	
Solyc02g093030.ITAG4.0	Solyc06g033787	
Solyc02g093040.ITAG4.0	Solyc06g033790	
Solyc02g093050.ITAG4.0	Solyc06g033810	
Solyc02g093060.ITAG4.0	Solyc06g033815	
Solyc02g093070.ITAG4.0	Solyc06g033820	
Solyc02g093080.ITAG4.0	Solyc06g033825	
Solyc02g093100.ITAG4.0	Solyc06g033830	
Solyc02g093110.ITAG4.0	Solyc06g033850	
Solyc02g093120.ITAG4.0	Solyc06g033860	
Solyc02g093130.ITAG4.0	Solyc06g033870	
Solyc02g093140.ITAG4.0	Solyc06g033880	
Solyc02g093150.ITAG4.0	Solyc06g033890	
Solyc02g093160.ITAG4.0	Solyc06g033895	AT4G14660
Solyc02g093170.ITAG4.0	Solyc06g033900	
Solyc02g093180.ITAG4.0	Solyc06g033910	
Solyc02g093190.ITAG4.0	Solyc06g033920	
Solyc02g093210.ITAG4.0	Solyc06g033930	
Solyc02g093220.ITAG4.0	Solyc06g033940	
Solyc02g093230.ITAG4.0	Solyc06g033950	
Solyc02g093240.ITAG4.0	Solyc06g033955	ATMG00810
Solyc02g093250.ITAG4.0	Solyc06g033960	
Solyc02g093270.ITAG4.0	Solyc06g033970	
Solyc02g093290.ITAG4.0	Solyc06g033990	
Solyc02g093300.ITAG4.0	Solyc06g034000	
Solyc02g093310.ITAG4.0	Solyc06g034010	
Solyc02g093320.ITAG4.0	Solyc06g034020	AT4G25130
Solyc02g093330.ITAG4.0	Solyc06g034025	
Solyc02g093340.ITAG4.0	Solyc06g034030	
Solyc02g093350.ITAG4.0	Solyc06g034040	AT4G25140
Solyc02g093360.ITAG4.0	Solyc06g034050	
Solyc02g093390.ITAG4.0	Solyc06g034055	
Solyc02g093400.ITAG4.0	Solyc06g034070	
Solyc02g093410.ITAG4.0	Solyc06g034073	
Solyc02g093420.ITAG4.0	Solyc06g034077	
Solyc02g093430.ITAG4.0	Solyc06g034090	
Solyc02g093440.ITAG4.0	Solyc06g034100	AT5G51220
Solyc02g093450.ITAG4.0	Solyc06g034110	AT4G25150
Solyc02g093460.ITAG4.0	Solyc06g034120	AT5G61510
Solyc02g093470.ITAG4.0	Solyc06g034130	AT3G19430
Solyc02g093480.ITAG4.0	Solyc06g034140	
Solyc02g093490.ITAG4.0	Solyc06g034150	AT5G04620
Solyc02g093500.ITAG4.0	Solyc06g034160	AT5G61500
Solyc02g093510.ITAG4.0	Solyc06g034170	
Solyc02g093520.ITAG4.0	Solyc06g034180	
Solyc02g093530.ITAG4.0	Solyc06g034200	
Solyc02g093540.ITAG4.0	Solyc06g034210	
Solyc02g093550.ITAG4.0	Solyc06g034220	
Solyc02g093580.ITAG4.0	Solyc06g034230	
Solyc02g093590.ITAG4.0	Solyc06g034233	ATMG00310
Solyc02g093600.ITAG4.0	Solyc06g034237	
Solyc02g093610.ITAG4.0	Solyc06g034250	
Solyc02g093620.ITAG4.0	Solyc06g034255	
Solyc02g093630.ITAG4.0	Solyc06g034290	AT3G47420
Solyc02g093640.ITAG4.0	Solyc06g034310	
Solyc02g093650.ITAG4.0	Solyc06g034320	AT4G25225
Solyc02g093670.ITAG4.0	Solyc06g034330	
Solyc02g093680.ITAG4.0	Solyc06g034340	
Solyc02g093690.ITAG4.0	Solyc06g034350	
Solyc02g093700.ITAG4.0	Solyc06g034360	AT3G47400
Solyc02g093720.ITAG4.0	Solyc06g034370	AT5G62350
Solyc02g093730.ITAG4.0	Solyc06g034380	
Solyc02g093740.ITAG4.0	Solyc06g034390	AT5G51550
Solyc02g093750.ITAG4.0	Solyc06g034395	ATMG00240
Solyc02g093760.ITAG4.0	Solyc06g034410	AT5G62280
Solyc02g093770.ITAG4.0	Solyc06g035410	
Solyc02g093790.ITAG4.0	Solyc06g035420	AT1G28220
Solyc02g093800.ITAG4.0	Solyc06g035430	
Solyc02g093810.ITAG4.0	Solyc06g035440	
Solyc02g093820.ITAG4.0	Solyc06g035450	
Solyc02g093830.ITAG4.0	Solyc06g035490	
Solyc02g093840.ITAG4.0	Solyc06g035495	
Solyc02g093850.ITAG4.0	Solyc06g035520	
Solyc02g093860.ITAG4.0	Solyc06g035530	AT4G25420
Solyc02g093870.ITAG4.0	Solyc06g035540	
Solyc02g093880.ITAG4.0	Solyc06g035550	
Solyc02g093900.ITAG4.0	Solyc06g035560	
Solyc02g093910.ITAG4.0	Solyc06g035570	AT2G26320
Solyc02g093930.ITAG4.0	Solyc06g035580	
Solyc02g093940.ITAG4.0	Solyc06g035600	
Solyc02g093950.ITAG4.0	Solyc06g035610	
Solyc02g093960.ITAG4.0	Solyc06g035620	
Solyc02g093970.ITAG4.0	Solyc06g035625	ATMG00810
Solyc02g093980.ITAG4.0	Solyc06g035680	
Solyc02g093990.ITAG4.0	Solyc06g035690	AT1G16560
Solyc02g094010.ITAG4.0	Solyc06g035700	
Solyc02g094030.ITAG4.0	Solyc06g035710	AT4G23030
Solyc02g094040.ITAG4.0	Solyc06g035720	AT5G52060
Solyc02g094050.ITAG4.0	Solyc06g035723	
Solyc02g094090.ITAG4.0	Solyc06g035727	
Solyc02g094100.ITAG4.0	Solyc06g035760	
Solyc02g094120.ITAG4.0	Solyc06g035770	
Solyc02g094130.ITAG4.0	Solyc06g035790	
Solyc02g094140.ITAG4.0	Solyc06g035810	
Solyc02g094150.ITAG4.0	Solyc06g035820	AT5G52160
Solyc02g094170.ITAG4.0	Solyc06g035830	
Solyc02g094180.ITAG4.0	Solyc06g035840	
Solyc02g094190.ITAG4.0	Solyc06g035850	
Solyc02g094200.ITAG4.0	Solyc06g035870	AT3G48890
Solyc02g094220.ITAG4.0	Solyc06g035875	
Solyc02g094250.ITAG4.0	Solyc06g035880	
Solyc02g094270.ITAG4.0	Solyc06g035883	
Solyc02g094280.ITAG4.0	Solyc06g035887	
Solyc02g094300.ITAG4.0	Solyc06g035900	
Solyc02g094310.ITAG4.0	Solyc06g035910	
Solyc02g094320.ITAG4.0	Solyc06g035920	
Solyc02g094330.ITAG4.0	Solyc06g035930	
Solyc02g094350.ITAG4.0	Solyc06g035940	
Solyc02g094360.ITAG4.0	Solyc06g035960	AT3G48990
Solyc02g094380.ITAG4.0	Solyc06g035970	
Solyc02g094390.ITAG4.0	Solyc06g035980	
Solyc02g094400.ITAG4.0	Solyc06g036000	AT3G49000
Solyc02g094410.ITAG4.0	Solyc06g036020	
Solyc02g094420.ITAG4.0	Solyc06g036030	
Solyc02g094430.ITAG4.0	Solyc06g036040	
Solyc02g094440.ITAG4.0	Solyc06g036050	AT3G53740
Solyc02g094460.ITAG4.0	Solyc06g036060	AT4G25610
Solyc02g094470.ITAG4.0	Solyc06g036070	AT3G61415
Solyc02g094480.ITAG4.0	Solyc06g036080	AT1G63700
Solyc02g094490.ITAG4.0	Solyc06g036100	AT1G02260
Solyc02g094500.ITAG4.0	Solyc06g036110	AT5G23950
Solyc02g094510.ITAG4.0	Solyc06g036120	
Solyc02g094520.ITAG4.0	Solyc06g036130	AT4G25640
Solyc02g094540.ITAG4.0	Solyc06g036170	AT5G52510
Solyc02g094560.ITAG4.0	Solyc06g036180	
Solyc02g094570.ITAG4.0	Solyc06g036190	
Solyc02g094580.ITAG4.0	Solyc06g036200	
Solyc02g094590.ITAG4.0	Solyc06g036210	
Solyc02g094640.ITAG4.0	Solyc06g036213	
Solyc02g094860.ITAG4.0	Solyc06g036217	
Solyc02g150100.ITAG4.0	Solyc06g036230	
Solyc02g150101.ITAG4.0	Solyc06g036240	
Solyc02g150102.ITAG4.0	Solyc06g036250	AT4G25690
Solyc02g150103.ITAG4.0	Solyc06g036255	
Solyc02g150104.ITAG4.0	Solyc06g036260	AT4G25700
Solyc02g150105.ITAG4.0	Solyc06g036290	AT5G52640
Solyc02g150106.ITAG4.0	Solyc06g036300	AT5G52660
Solyc02g150107.ITAG4.0	Solyc06g036310	AT5G52740
Solyc02g150108.ITAG4.0	Solyc06g036330	AT5G52810
Solyc02g150109.ITAG4.0	Solyc06g036340	
Solyc02g150110.ITAG4.0	Solyc06g036350	AT5G52840
Solyc02g150111.ITAG4.0	Solyc06g036410	
Solyc02g150112.ITAG4.0	Solyc06g036420	
Solyc02g150113.ITAG4.0	Solyc06g036430	
Solyc02g150114.ITAG4.0	Solyc06g036440	AT5G24030
Solyc02g150115.ITAG4.0	Solyc06g036450	
Solyc02g150116.ITAG4.0	Solyc06g036460	
Solyc02g150117.ITAG4.0	Solyc06g036470	AT5G24080
Solyc02g150118.ITAG4.0	Solyc06g036480	
Solyc02g150119.ITAG4.0	Solyc06g036490	
Solyc02g150120.ITAG4.0	Solyc06g036500	
Solyc02g150121.ITAG4.0	Solyc06g036520	
Solyc02g150122.ITAG4.0	Solyc06g036540	
Solyc02g150123.ITAG4.0	Solyc06g036550	
Solyc02g150124.ITAG4.0	Solyc06g036555	
Solyc02g150125.ITAG4.0	Solyc06g036570	
Solyc02g150126.ITAG4.0	Solyc06g036580	AT1G28060
Solyc02g150127.ITAG4.0	Solyc06g036590	
Solyc02g150128.ITAG4.0	Solyc06g036600	
Solyc02g150129.ITAG4.0	Solyc06g036620	
Solyc02g150130.ITAG4.0	Solyc06g036630	
Solyc02g150131.ITAG4.0	Solyc06g036640	AT5G28910
Solyc02g150132.ITAG4.0	Solyc06g036660	
Solyc02g150133.ITAG4.0	Solyc06g036670	
Solyc02g150134.ITAG4.0	Solyc06g036690	
Solyc02g150135.ITAG4.0	Solyc06g036700	
Solyc02g150136.ITAG4.0	Solyc06g036720	AT5G25270
Solyc02g150137.ITAG4.0	Solyc06g036725	
Solyc02g150138.ITAG4.0	Solyc06g036770	
Solyc02g150139.ITAG4.0	Solyc06g036780	AT5G11960
Solyc02g150140.ITAG4.0	Solyc06g036800	
Solyc02g150141.ITAG4.0	Solyc06g036805	AT1G40087
Solyc02g150142.ITAG4.0	Solyc06g042940	
Solyc02g150143.ITAG4.0	Solyc06g042945	
Solyc02g150144.ITAG4.0	Solyc06g042950	AT3G12590
Solyc02g150145.ITAG4.0	Solyc06g042955	
Solyc02g150146.ITAG4.0	Solyc06g042960	
Solyc02g150147.ITAG4.0	Solyc06g042980	
Solyc02g150148.ITAG4.0	Solyc06g042990	
Solyc02g150149.ITAG4.0	Solyc06g043010	
Solyc02g150150.ITAG4.0	Solyc06g043030	AT3G55480
Solyc03g005000.ITAG4.0	Solyc06g043035	
Solyc03g005010.ITAG4.0	Solyc06g043060	
Solyc03g005020.ITAG4.0	Solyc06g043065	
Solyc03g005030.ITAG4.0	Solyc06g043070	AT3G04020
Solyc03g005050.ITAG4.0	Solyc06g043110	
Solyc03g005060.ITAG4.0	Solyc06g043120	
Solyc03g005080.ITAG4.0	Solyc06g043140	AT5G17290
Solyc03g005090.ITAG4.0	Solyc06g043145	ATMG00810
Solyc03g005100.ITAG4.0	Solyc06g043150	
Solyc03g005110.ITAG4.0	Solyc06g043153	
Solyc03g005120.ITAG4.0	Solyc06g043157	ATMG00810
Solyc03g005130.ITAG4.0	Solyc06g043160	
Solyc03g005140.ITAG4.0	Solyc06g043170	AT3G12380
Solyc03g005150.ITAG4.0	Solyc06g043210	
Solyc03g005160.ITAG4.0	Solyc06g043250	AT5G12000
Solyc03g005170.ITAG4.0	Solyc06g043260	
Solyc03g005190.ITAG4.0	Solyc06g043270	
Solyc03g005200.ITAG4.0	Solyc06g043280	
Solyc03g005210.ITAG4.0	Solyc06g043340	
Solyc03g005220.ITAG4.0	Solyc06g043350	
Solyc03g005230.ITAG4.0	Solyc06g048370	
Solyc03g005240.ITAG4.0	Solyc06g048380	
Solyc03g005250.ITAG4.0	Solyc06g048390	
Solyc03g005260.ITAG4.0	Solyc06g048400	AT3G30385
Solyc03g005270.ITAG4.0	Solyc06g048410	
Solyc03g005280.ITAG4.0	Solyc06g048420	
Solyc03g005290.ITAG4.0	Solyc06g048430	
Solyc03g005300.ITAG4.0	Solyc06g048440	
Solyc03g005310.ITAG4.0	Solyc06g048460	AT5G05560
Solyc03g005320.ITAG4.0	Solyc06g048470	
Solyc03g005340.ITAG4.0	Solyc06g048480	AT3G54190
Solyc03g005350.ITAG4.0	Solyc06g048510	AT3G56440
Solyc03g005380.ITAG4.0	Solyc06g048520	
Solyc03g005390.ITAG4.0	Solyc06g048530	AT3G10850
Solyc03g005410.ITAG4.0	Solyc06g048540	AT3G10670
Solyc03g005420.ITAG4.0	Solyc06g048560	
Solyc03g005430.ITAG4.0	Solyc06g048570	AT3G10870
Solyc03g005440.ITAG4.0	Solyc06g048575	ATMG00240
Solyc03g005450.ITAG4.0	Solyc06g048590	AT1G61670
Solyc03g005460.ITAG4.0	Solyc06g048600	AT3G56380
Solyc03g005470.ITAG4.0	Solyc06g048610	AT2G40660
Solyc03g005480.ITAG4.0	Solyc06g048620	AT3G56370
Solyc03g005490.ITAG4.0	Solyc06g048630	AT2G40620
Solyc03g005510.ITAG4.0	Solyc06g048660	
Solyc03g005550.ITAG4.0	Solyc06g048670	AT1G75900
Solyc03g005570.ITAG4.0	Solyc06g048680	
Solyc03g005590.ITAG4.0	Solyc06g048683	
Solyc03g005600.ITAG4.0	Solyc06g048700	
Solyc03g005610.ITAG4.0	Solyc06g048705	
Solyc03g005620.ITAG4.0	Solyc06g048710	AT2G46370
Solyc03g005630.ITAG4.0	Solyc06g048713	ATMG00240
Solyc03g005660.ITAG4.0	Solyc06g048720	
Solyc03g005670.ITAG4.0	Solyc06g048730	AT2G40490
Solyc03g005680.ITAG4.0	Solyc06g048735	
Solyc03g005690.ITAG4.0	Solyc06g048740	
Solyc03g005710.ITAG4.0	Solyc06g048750	
Solyc03g005720.ITAG4.0	Solyc06g048770	
Solyc03g005730.ITAG4.0	Solyc06g048780	
Solyc03g005740.ITAG4.0	Solyc06g048790	AT3G10980
Solyc03g005750.ITAG4.0	Solyc06g048810	
Solyc03g005800.ITAG4.0	Solyc06g048813	
Solyc03g005810.ITAG4.0	Solyc06g048817	
Solyc03g005820.ITAG4.0	Solyc06g048820	AT3G10985
Solyc03g005830.ITAG4.0	Solyc06g048825	
Solyc03g005840.ITAG4.0	Solyc06g048840	AT2G40170
Solyc03g005860.ITAG4.0	Solyc06g048850	
Solyc03g005870.ITAG4.0	Solyc06g048860	AT5G05390
Solyc03g005880.ITAG4.0	Solyc06g048870	
Solyc03g005900.ITAG4.0	Solyc06g048890	AT2G40730
Solyc03g005910.ITAG4.0	Solyc06g048900	AT2G40720
Solyc03g005920.ITAG4.0	Solyc06g048905	
Solyc03g005930.ITAG4.0	Solyc06g048910	AT4G27190
Solyc03g005940.ITAG4.0	Solyc06g048920	AT2G40690
Solyc03g005960.ITAG4.0	Solyc06g048930	AT3G56380
Solyc03g005970.ITAG4.0	Solyc06g048940	
Solyc03g005980.ITAG4.0	Solyc06g048943	
Solyc03g005990.ITAG4.0	Solyc06g048947	
Solyc03g006000.ITAG4.0	Solyc06g048950	
Solyc03g006010.ITAG4.0	Solyc06g048960	AT3G03300
Solyc03g006020.ITAG4.0	Solyc06g048970	AT5G05240
Solyc03g006030.ITAG4.0	Solyc06g048990	
Solyc03g006040.ITAG4.0	Solyc06g049010	
Solyc03g006050.ITAG4.0	Solyc06g049020	AT5G05250
Solyc03g006060.ITAG4.0	Solyc06g049030	AT3G10910
Solyc03g006070.ITAG4.0	Solyc06g049033	
Solyc03g006080.ITAG4.0	Solyc06g049037	
Solyc03g006100.ITAG4.0	Solyc06g049040	AT2G40620
Solyc03g006110.ITAG4.0	Solyc06g049050	AT2G40610
Solyc03g006120.ITAG4.0	Solyc06g049060	AT3G10915
Solyc03g006130.ITAG4.0	Solyc06g049070	
Solyc03g006140.ITAG4.0	Solyc06g049080	AT3G10920
Solyc03g006170.ITAG4.0	Solyc06g049090	
Solyc03g006177.ITAG4.0	Solyc06g050110	AT4G25420
Solyc03g006200.ITAG4.0	Solyc06g050120	AT3G62870
Solyc03g006210.ITAG4.0	Solyc06g050130	AT3G56310
Solyc03g006220.ITAG4.0	Solyc06g050135	ATMG00810
Solyc03g006240.ITAG4.0	Solyc06g050140	
Solyc03g006260.ITAG4.0	Solyc06g050160	
Solyc03g006270.ITAG4.0	Solyc06g050170	AT2G40540
Solyc03g006280.ITAG4.0	Solyc06g050180	
Solyc03g006290.ITAG4.0	Solyc06g050200	
Solyc03g006300.ITAG4.0	Solyc06g050210	AT5G05310
Solyc03g006310.ITAG4.0	Solyc06g050220	
Solyc03g006330.ITAG4.0	Solyc06g050225	
Solyc03g006350.ITAG4.0	Solyc06g050230	AT3G10940
Solyc03g006360.ITAG4.0	Solyc06g050240	
Solyc03g006370.ITAG4.0	Solyc06g050250	AT3G10960
Solyc03g006380.ITAG4.0	Solyc06g050260	
Solyc03g006390.ITAG4.0	Solyc06g050270	
Solyc03g006400.ITAG4.0	Solyc06g050280	
Solyc03g006410.ITAG4.0	Solyc06g050290	
Solyc03g006420.ITAG4.0	Solyc06g050293	
Solyc03g006430.ITAG4.0	Solyc06g050297	
Solyc03g006440.ITAG4.0	Solyc06g050300	
Solyc03g006450.ITAG4.0	Solyc06g050303	
Solyc03g006460.ITAG4.0	Solyc06g050307	
Solyc03g006470.ITAG4.0	Solyc06g050310	AT3G10970
Solyc03g006480.ITAG4.0	Solyc06g050330	
Solyc03g006490.ITAG4.0	Solyc06g050340	
Solyc03g006500.ITAG4.0	Solyc06g050350	
Solyc03g006510.ITAG4.0	Solyc06g050360	
Solyc03g006520.ITAG4.0	Solyc06g050370	AT2G40475
Solyc03g006530.ITAG4.0	Solyc06g050375	
Solyc03g006540.ITAG4.0	Solyc06g050400	
Solyc03g006550.ITAG4.0	Solyc06g050430	AT2G40470
Solyc03g006560.ITAG4.0	Solyc06g050440	AT5G05340
Solyc03g006570.ITAG4.0	Solyc06g050450	
Solyc03g006580.ITAG4.0	Solyc06g050460	
Solyc03g006590.ITAG4.0	Solyc06g050470	
Solyc03g006610.ITAG4.0	Solyc06g050480	
Solyc03g006620.ITAG4.0	Solyc06g050490	
Solyc03g006630.ITAG4.0	Solyc06g050500	AT2G38310
Solyc03g006640.ITAG4.0	Solyc06g050510	AT3G42670
Solyc03g006650.ITAG4.0	Solyc06g050520	AT5G05410
Solyc03g006660.ITAG4.0	Solyc06g050530	AT5G05390
Solyc03g006670.ITAG4.0	Solyc06g050540	
Solyc03g006680.ITAG4.0	Solyc06g050550	
Solyc03g006700.ITAG4.0	Solyc06g050560	AT3G51740
Solyc03g006715.ITAG4.0	Solyc06g050565	
Solyc03g006730.ITAG4.0	Solyc06g050570	AT5G05380
Solyc03g006740.ITAG4.0	Solyc06g050590	AT3G56130
Solyc03g006760.ITAG4.0	Solyc06g050600	
Solyc03g006770.ITAG4.0	Solyc06g050610	AT3G11000
Solyc03g006790.ITAG4.0	Solyc06g050620	AT3G56140
Solyc03g006810.ITAG4.0	Solyc06g050630	
Solyc03g006820.ITAG4.0	Solyc06g050640	
Solyc03g006830.ITAG4.0	Solyc06g050690	
Solyc03g006840.ITAG4.0	Solyc06g050710	AT5G05365
Solyc03g006850.ITAG4.0	Solyc06g050720	AT2G40410
Solyc03g006860.ITAG4.0	Solyc06g050730	AT5G05360
Solyc03g006870.ITAG4.0	Solyc06g050740	
Solyc03g006880.ITAG4.0	Solyc06g050760	AT3G10985
Solyc03g006890.ITAG4.0	Solyc06g050770	AT3G56190
