gene_id	1P	2P	3P	4P	5P	6P	7P	8P	9P	10P	11P	12P	13P	14P	15P
Solyc04g079370.ITAG4.0	0	0	0	0.0629468	0	0	0	0	0	0	0	0	0	0	0
Solyc04g079390.ITAG4.0	3.59693	3.51603	4.02406	3.95368	4.07881	3.64175	4.01616	3.67256	3.10201	3.74653	3.72291	2.86042	3.02814	3.20376	3.07723
Solyc04g079400.ITAG4.0	7.92526	9.93753	7.13188	6.86689	7.03341	8.45897	8.0666	7.55405	6.98169	5.75787	6.9229	6.99902	8.19077	9.00386	5.99905
Solyc04g079410.ITAG4.0	13.6696	12.7983	14.1314	16.8457	14.4565	13.5976	10.4716	9.70554	10.1711	13.042	13.2447	10.0906	16.9311	15.7461	16.0356
Solyc04g079420.ITAG4.0	18.8836	15.8676	16.9057	17.8273	19.0212	18.9117	8.19118	9.72484	7.59006	11.7619	13.0305	10.0592	19.2588	18.7343	19.1462
Solyc04g079430.ITAG4.0	3.15618	4.41107	5.22608	2.88126	2.93865	3.95931	3.62307	2.07314	2.93359	1.95285	2.33412	1.8257	2.15167	2.79031	2.39542
Solyc04g079440.ITAG4.0	31.4896	34.1781	34.5151	33.0701	32.3739	35.2798	33.9922	32.9384	32.3765	34.3967	29.8982	32.703	28.1908	27.8512	28.9236
Solyc04g079450.ITAG4.0	1.20468	2.38137	1.91454	0.858625	0.229273	0.946812	1.39056	0.558523	0.475403	0.228949	0.879043	0.301883	1.09638	1.24447	1.07419
Solyc04g079470.ITAG4.0	60.7567	61.4512	53.5507	38.4232	36.411	38.9118	41.4515	37.6607	32.1857	36.5474	37.759	34.0979	33.6617	35.3076	30.9855
Solyc04g079500.ITAG4.0	0	0	0.177111	0	0	0	0	0	0	0	0	0	0	0	0
Solyc04g079510.ITAG4.0	0.773508	2.97585	2.1053	0	0.0314496	0.237342	0.155566	0	0.134927	0	0.144433	0.41856	0.110694	0.290429	0.268357
Solyc04g079520.ITAG4.0	52.4534	74.8782	73.2865	50.4477	51.2672	51.4314	58.3779	76.5377	104.672	49.55	42.0216	72.6861	34.9201	52.9288	36.972
Solyc04g079530.ITAG4.0	0.835235	0.917737	1.00275	0.939045	0.690419	1.34009	1.25536	0.71482	1.92644	1.79217	1.25457	1.66778	0.896839	1.12525	1.06215
Solyc04g079540.ITAG4.0	7.01984	7.35676	6.33966	7.01574	6.22342	8.3216	4.27013	5.81694	5.46822	5.48916	5.77456	5.34754	6.02754	5.16999	6.64551
Solyc04g079550.ITAG4.0	85.8458	91.5087	87.8531	71.5589	75.0393	74.5374	67.0342	64.6262	73.4956	63.9745	74.4733	67.8419	55.2909	58.9461	60.0062
Solyc04g079560.ITAG4.0	8.39355	10.0827	10.3647	5.76693	4.95124	9.83184	10.9474	12.566	22.9824	10.6878	10.5321	15.3504	5.62503	8.44284	9.06916
Solyc04g079590.ITAG4.0	5.81986	8.01742	5.6025	7.17661	6.44839	7.3493	6.21118	5.71299	5.89702	5.81254	6.25258	6.34367	5.17234	3.78145	5.319
Solyc04g079600.ITAG4.0	0.389479	0.540284	1.16165	1.15532	0.554587	0.353748	0.215656	0.358407	0.584063	1.45826	0.249616	0.668227	0.715675	0.911737	0.348949
Solyc04g079640.ITAG4.0	15.2463	13.8849	17.6308	21.3517	17.3756	18.2438	12.1219	17.8312	14.337	14.476	11.6418	14.443	14.0062	16.148	14.7106
Solyc04g079680.ITAG4.0	2.35142	2.00836	2.62552	2.45372	2.3196	2.47274	2.21104	2.82954	3.34359	2.3234	2.62065	3.40255	4.34915	2.98555	3.3623
Solyc04g079690.ITAG4.0	0.426776	0.531877	0.774195	0.539074	0.185588	0.889504	0.20564	0.0775199	0.535264	0.127838	0.267622	0.255589	0.275002	0.30622	0.159592
Solyc04g079700.ITAG4.0	1.45547	1.35542	3.0704	1.33472	1.10482	1.13609	1.23024	2.89162	2.05755	1.75119	1.37	1.01813	1.56178	1.18254	1.81921
Solyc04g079710.ITAG4.0	7.34165	7.98796	6.96378	8.01134	7.85178	8.76867	8.72667	6.03993	7.5807	9.59049	8.94333	8.04356	9.14365	6.30651	8.82751
Solyc04g079720.ITAG4.0	66.9338	70.9669	67.1695	72.7698	62.1925	71.4862	64.0854	66.0754	65.2357	56.4491	53.4521	60.1286	64.9891	54.7392	58.5965
Solyc04g079740.ITAG4.0	1.95791	2.48144	1.73644	2.49164	1.8879	0.93549	2.88375	3.71033	2.65874	3.57733	3.03281	3.02571	2.71087	3.50719	3.97334
Solyc04g079750.ITAG4.0	2.25039	2.60542	2.2183	2.59586	2.48711	3.7773	2.43318	2.7902	4.52706	2.6638	2.97228	1.93181	2.47988	3.73098	1.34627
Solyc04g079760.ITAG4.0	5.18649	9.53565	5.35286	1.24501	1.8319	2.29946	0.91795	0.774374	0.828778	1.43191	1.13372	1.42251	1.03867	0.909569	1.98029
Solyc04g079770.ITAG4.0	4.87689	4.97907	5.59427	5.39552	3.90544	4.95892	4.62851	4.43675	5.82864	3.22452	3.37557	4.76645	4.23331	5.28684	4.76416
Solyc04g079780.ITAG4.0	0.868409	0.871371	0.914853	1.06996	0.680807	0.982276	0.756694	0.739688	0.556762	0.588467	0.753082	0.979147	0.312765	0.30237	0.699215
Solyc04g079790.ITAG4.0	5.17493	7.65699	6.93531	8.94202	7.34747	9.92623	7.11056	8.92111	8.54283	9.45516	8.07264	8.2659	7.28782	9.10932	7.58109
Solyc04g079800.ITAG4.0	2.61281	2.47782	1.51807	1.84004	2.71447	2.08429	2.35119	1.63139	1.72002	2.70276	2.57827	1.49538	1.26057	1.98165	1.09942
Solyc04g079820.ITAG4.0	0.187559	0.373327	0.212775	0.90834	0.788207	0.770418	0.272231	0.258023	0.098333	0.707271	0.126165	0.187584	0.321825	0.722901	0.39147
Solyc04g079840.ITAG4.0	9.28634	10.039	11.2838	12.0869	11.1911	11.6595	10.6993	10.6227	8.71873	9.49618	10.5784	8.85123	10.1515	8.89247	8.85409
Solyc04g079850.ITAG4.0	0.944154	0.59369	1.05781	0.895874	0.820878	0.824503	1.19479	1.04131	0.483554	0.591047	1.111	0.886766	1.03402	0.796031	0.830316
Solyc04g079870.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc04g079880.ITAG4.0	3.47425	4.06954	4.2759	4.01776	2.629	2.74479	2.62468	2.88561	2.76118	3.16625	2.50633	1.95596	3.80439	1.87751	2.13104
Solyc04g079890.ITAG4.0	7.48358	9.93341	8.62524	3.38756	6.33467	6.9288	1.39816	0.266546	2.49783	0.145735	1.55072	2.16327	0.678125	1.97933	1.9916
Solyc04g079900.ITAG4.0	14.7133	16.0706	15.6096	18.0857	16.4073	14.9774	17.3208	15.6209	14.7625	15.0087	13.2127	15.1624	12.4973	13.2789	11.431
Solyc04g079910.ITAG4.0	8.55949	7.11421	8.36579	10.8986	9.76708	8.62808	17.7484	16.6932	18.5423	7.37794	14.5525	11.5241	1.33149	5.28904	4.31918
Solyc04g079920.ITAG4.0	11.1774	10.7742	10.1851	12.0993	11.5282	11.4426	12.2204	9.35995	10.416	13.6809	12.5129	9.48985	11.5604	11.3631	9.89585
Solyc04g079930.ITAG4.0	4.11207	5.39922	6.67929	5.40624	3.7698	6.78758	4.08838	4.0057	4.76996	5.28821	3.93204	3.1945	5.75366	4.9715	6.69424
Solyc04g079940.ITAG4.0	13.8657	16.3006	14.7362	15.6819	16.7703	18.4695	13.1681	14.3369	15.6245	22.3188	22.5576	21.6722	22.0941	25.8291	18.8442
Solyc04g079950.ITAG4.0	1.43304	1.96102	2.21004	1.81733	1.68662	1.53335	2.35046	1.51395	1.34924	1.29038	1.43829	1.63156	1.67376	1.52145	1.19244
Solyc04g079970.ITAG4.0	469.561	448.907	499.194	519.538	481.441	440.219	404.412	364.905	443.323	358.778	376.618	317.112	427.846	406.126	424.522
Solyc04g079980.ITAG4.0	15.8973	17.1285	15.9086	14.1639	16.1907	18.8766	15.1772	13.9394	18.7218	16.4808	16.9459	15.2042	13.2538	14.7395	16.9597
Solyc04g079990.ITAG4.0	0.690966	0.652142	0.752494	0.0661129	0.546179	1.00962	1.02505	1.35147	0.579553	0	0.330506	0.368542	0.276653	0.250561	0.0384522
Solyc04g080010.ITAG4.0	38.677	38.9788	39.9956	38.5983	37.4538	32.8472	37.892	45.2749	48.974	60.4106	50.1912	62.9797	15.1568	24.8815	27.0972
Solyc04g080020.ITAG4.0	30.3624	27.1096	31.9387	29.9409	31.4068	31.8125	24.3896	27.4037	27.5653	25.1989	24.6625	25.4165	30.2626	27.5459	26.4878
Solyc04g080030.ITAG4.0	2.74814	2.9235	4.111	3.75735	2.12125	4.35669	3.44928	3.13197	3.84405	2.0493	3.05872	2.29114	1.6151	2.86646	1.53068
Solyc04g080040.ITAG4.0	0.0781027	0.104336	0	0.0634475	0.0565153	0.0543188	0.0564339	0	0.020403	0.0194862	0.104941	0.0584597	0.117442	0	0
Solyc04g080050.ITAG4.0	11.1529	11.5858	12.7715	11.2611	11.4381	13.0662	12.9125	13.4905	11.9672	10.7473	12.9383	12.0244	10.7395	10.4692	10.7447
Solyc04g080060.ITAG4.0	5.25299	5.7788	5.89629	7.55472	6.46489	4.85139	5.68056	6.10807	5.57711	5.78308	5.39629	5.08639	6.51711	5.84284	6.53195
Solyc04g080080.ITAG4.0	29.5114	27.3787	26.4134	34.6219	30.5344	31.3613	29.82	32.106	27.5779	34.4756	33.9487	29.5774	31.0722	31.1122	36.6746
Solyc04g080090.ITAG4.0	8.97586	7.71234	9.22364	7.83426	6.42216	9.45384	9.36216	6.89269	6.73335	6.54297	7.81254	8.79907	9.13657	7.09368	8.81148
Solyc04g080100.ITAG4.0	21.9248	24.7669	23.4469	21.5649	22.8863	19.9638	16.7087	19.8083	17.6906	22.6899	21.1105	18.8616	20.9945	21.1594	21.4224
Solyc04g080110.ITAG4.0	0	0	0	0	0.127989	0	0	0	0	0	0	0	0	0	0
Solyc04g080130.ITAG4.0	0.636056	0.609298	0.887632	0.970456	0.640075	0.452409	0.495331	0.467134	0.741786	0.684531	0.372612	0.683875	0.567393	0.593219	0.427157
Solyc04g080140.ITAG4.0	4.41509	4.16427	4.59241	4.99345	5.27776	5.17653	4.20228	4.2502	4.23605	3.57556	5.16546	3.54102	4.30267	3.35992	3.65109
Solyc04g080150.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc04g080160.ITAG4.0	14.1619	13.958	13.9844	18.6344	15.1241	16.9697	16.8428	13.6732	16.6605	18.174	17.0506	14.7814	13.109	14.7415	14.744
Solyc04g080170.ITAG4.0	4.16564	4.02084	4.52313	5.25329	4.51838	5.03069	3.42836	5.75436	5.11807	5.14353	3.49015	4.87169	4.93669	5.0599	4.07229
Solyc04g080190.ITAG4.0	37.6215	30.8391	36.3238	36.2885	35.8643	33.4513	50.7356	46.3118	46.9086	49.7813	42.4457	46.11	36.7691	44.6434	42.795
Solyc04g080200.ITAG4.0	1.89443	2.04756	2.06627	1.69378	1.68755	1.44106	2.41999	2.30274	3.06184	2.57757	3.08208	2.32047	1.55756	2.35776	2.0289
Solyc04g080220.ITAG4.0	0.282794	0	0.0320729	0.101723	0.103772	0.227368	0.102426	0.290488	0.148046	0	0.0316874	0	0.0303468	0.159486	0.0589002
Solyc04g080230.ITAG4.0	34.6563	33.8063	27.2254	33.3001	33.4964	35.8658	28.9607	36.4441	26.5633	36.6522	33.1804	39.7752	45.6891	34.1865	36.7791
Solyc04g080240.ITAG4.0	19.2688	19.5921	18.8788	20.9808	17.9183	19.0314	19.2775	18.0777	18.5467	18.3746	20.592	19.3685	22.4645	19.1328	19.0404
Solyc04g080250.ITAG4.0	15.9528	25.7616	21.2158	19.9045	22.2522	16.0164	15.7412	11.9267	14.9594	14.5224	11.1714	8.28794	14.636	13.0766	11.7019
Solyc04g080260.ITAG4.0	24.7432	21.4558	19.1712	16.5455	17.9792	19.4549	17.85	15.0195	20.0353	19.2232	20.901	23.5898	11.3868	14.8388	15.469
Solyc04g080270.ITAG4.0	2.40362	3.36706	3.21374	1.53295	0.781215	2.44474	1.45401	1.13142	2.29012	1.01318	0.832404	1.4054	0.661584	0.714334	1.16924
Solyc04g080280.ITAG4.0	703.32	756.553	797.377	672.591	630.241	658.108	552.982	559.241	574.133	544.019	623.609	582.06	586.893	535.623	540.576
Solyc04g080290.ITAG4.0	34.8335	34.6867	36.5453	44.1225	40.8962	44.1712	31.7484	27.6948	28.6159	26.6401	31.4438	24.9578	28.0878	26.5628	29.5074
Solyc04g080300.ITAG4.0	54.19	49.8031	62.9258	65.198	54.3717	55.1893	56.3568	48.2253	39.572	45.59	49.5359	46.5113	53.6563	58.4228	52.938
Solyc04g080330.ITAG4.0	0.999323	0.604033	0.859319	0.716034	0.418231	0.957073	1.06974	0.290059	0.883036	0.0529736	0.235927	0.105253	0.180437	0	0.219784
Solyc04g080340.ITAG4.0	21.8381	23.9008	24.7541	24.56	20.7484	22.8783	26.6883	25.5726	28.2781	25.8142	26.3297	28.5339	27.4659	26.0048	25.9008
Solyc04g080350.ITAG4.0	6.78754	5.79241	7.19143	7.62046	6.56117	8.83384	11.0963	9.39012	8.77311	11.1222	11.0745	9.244	7.5409	10.554	10.9551
Solyc04g080360.ITAG4.0	11.5702	10.9217	11.5711	10.5976	10.0133	11.512	11.0221	10.2814	11.5006	10.6559	10.4364	11.0753	10.3009	9.89197	8.75072
Solyc04g080370.ITAG4.0	17.362	16.2148	14.5382	19.5151	17.7791	14.5078	16.7073	17.1132	17.3438	14.9263	17.9945	14.1185	15.8758	15.2119	15.0992
Solyc04g080380.ITAG4.0	0.171789	0	0	0.204927	0.0571616	0	0	0.0527278	0.180368	0	0.154151	0	0	0.208667	0.0957961
Solyc04g080390.ITAG4.0	12.5096	11.0109	12.9549	9.58381	6.43996	10.8581	10.4052	8.50189	8.8862	7.72825	10.7146	9.92372	6.72166	6.06443	7.70686
Solyc04g080410.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc04g080420.ITAG4.0	4.56998	3.47578	4.05853	2.99522	2.43447	3.00141	3.09179	2.75148	3.55628	3.01613	2.64465	3.83409	1.18028	1.69509	2.1342
Solyc04g080430.ITAG4.0	7.45652	8.41715	8.30856	8.30518	6.78713	7.78862	8.31038	8.26112	7.78205	6.34728	6.27454	7.15904	3.76798	5.01752	5.48814
Solyc04g080440.ITAG4.0	9.42166	13.6971	8.80284	10.7829	11.0379	9.81166	8.51569	8.69754	12.633	11.6483	8.27315	10.7578	7.5621	9.10804	12.4937
Solyc04g080460.ITAG4.0	20.5369	22.8266	23.4875	27.3447	23.3289	22.1236	23.2445	18.6392	17.1487	18.7192	23.898	16.0693	23.4586	20.5378	20.9874
Solyc04g080470.ITAG4.0	6.82942	8.27254	7.10064	6.41008	8.59483	7.48407	7.46406	7.81876	6.69588	5.71735	7.44651	7.75189	6.70861	7.81353	7.63444
Solyc04g080490.ITAG4.0	0	0.0950229	0	0	0	0.0978262	0	0	0	0	0	0	0	0	0.0449706
Solyc04g080500.ITAG4.0	0	0.398765	0.642167	0.16248	0	0	0	0.228754	0	0	0	0	0	0.226874	0
Solyc04g080510.ITAG4.0	1.18016	1.36136	1.87551	0.525905	0.448571	1.52513	0.573442	0.820243	1.78494	0.298923	0.728614	2.21777	0.126371	0.338421	1.29956
Solyc04g080530.ITAG4.0	1.42923	1.07971	1.14438	1.63049	3.14513	1.5391	0.975454	0.923538	0.704804	2.65947	1.09311	0.336208	1.94799	1.17929	1.29736
Solyc04g080550.ITAG4.0	4.6865	5.33005	6.35981	2.90237	2.9655	3.73671	6.52769	3.8192	7.20973	4.05972	2.66031	3.82594	2.65644	3.97043	2.94136
Solyc04g080570.ITAG4.0	39.1451	45.593	47.4607	42.7989	46.1557	50.4431	45.0868	45.7182	50.4814	58.9872	49.0749	47.1693	39.0032	44.9757	43.3728
Solyc04g080580.ITAG4.0	36.5659	35.7747	37.8951	41.9148	38.6776	50.8718	49.9084	52.422	44.9674	38.1581	30.7851	41.1975	20.7121	24.1016	27.592
Solyc04g080590.ITAG4.0	72.6576	72.4967	79.4017	92.0011	84.449	94.1679	87.0196	85.9227	88.2931	90.8816	84.3623	79.1459	76.4288	81.4729	86.6018
Solyc04g080600.ITAG4.0	15.7819	17.1367	17.8129	13.3872	11.6479	14.3321	12.8026	13.2365	14.7471	9.91787	10.4004	11.1091	11.2759	9.8526	10.5074
Solyc04g080610.ITAG4.0	20.0695	20.6986	23.4711	21.3725	21.3468	25.3124	25.2557	25.5085	25.1212	23.3474	26.0507	23.7212	20.0911	22.2001	22.47
Solyc04g080620.ITAG4.0	0.764122	0.580896	0.198091	0.418734	0.106918	0.167072	0.421798	0.731214	0.419131	0.0364831	0.130476	0.0727236	0.0312357	0.229938	0.0303202
Solyc04g080630.ITAG4.0	9.12841	8.03684	12.3388	12.2645	14.9294	15.8658	15.3473	9.78889	12.932	16.1	13.8821	13.7776	12.436	11.5665	17.4403
Solyc04g080650.ITAG4.0	0.968262	1.25116	0.91523	0.811731	0.951764	1.66341	0.545964	1.14414	2.40928	1.78181	1.41076	0.967898	0.173126	0.875605	0.336422
Solyc04g080660.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc04g080670.ITAG4.0	5.93315	7.89696	8.35639	7.42157	6.50968	10.5759	9.87711	8.31237	8.46856	10.3359	10.6057	10.0125	8.20333	8.08472	7.49957
Solyc04g080680.ITAG4.0	6.00492	7.4596	8.67632	7.36933	8.78087	7.36807	8.72225	5.87362	6.6101	7.86565	8.16112	8.1424	7.25542	7.84429	7.87482
Solyc04g080690.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc04g080700.ITAG4.0	35.0107	34.6986	40.0544	46.4712	40.8893	44.2679	28.6694	31.5628	23.8674	33.6227	32.2293	26.8463	34.781	30.8088	33.7172
Solyc04g080710.ITAG4.0	1.65336	0.956445	1.56536	1.34441	0.633422	1.51869	0.347183	1.18173	1.31724	1.26117	1.03104	1.00567	0.740523	1.52473	0.778639
Solyc04g080720.ITAG4.0	33.407	29.7922	31.1882	43.0652	41.5367	32.1685	40.223	31.5221	41.5035	33.167	43.4921	30.2697	35.7484	29.7952	34.5169
Solyc04g080730.ITAG4.0	43.0853	51.5131	49.8041	46.4578	42.2854	45.1721	44.1982	38.615	47.9537	46.1441	49.6554	47.0566	40.2954	42.2106	41.4033
Solyc04g080750.ITAG4.0	1.05927	0.618476	1.36319	2.25813	0.997676	1.65298	1.11778	0.658126	0.372186	0.718396	0.71391	1.41714	1.43556	1.54893	0.074257
Solyc04g080760.ITAG4.0	20.7777	20.1201	20.2584	13.9677	15.9628	17.899	23.0933	17.8105	20.6577	37.5981	35.1299	43.1052	10.6393	9.50597	11.0955
Solyc04g080770.ITAG4.0	4.65126	3.10792	4.58402	4.65542	3.37415	4.71319	6.42292	3.61643	3.88024	3.10444	3.9165	4.37511	3.94793	4.01304	4.39561
Solyc04g080790.ITAG4.0	17.4045	17.2288	18.5723	19.7099	15.9576	18.3262	14.0624	14.5063	12.7057	16.0554	17.3873	17.8134	18.9344	25.0558	17.2937
Solyc04g080800.ITAG4.0	0.73054	1.0316	0.903817	1.14726	0.227019	1.25254	1.09008	0.393835	1.07751	1.92937	0.863142	1.32701	0.826808	0.808269	0.857275
Solyc04g080810.ITAG4.0	12.7616	11.6066	12.7333	13.3659	16.613	12.3984	18.2646	23.2639	17.093	14.5824	15.3104	16.8286	17.3554	19.3016	14.2569
Solyc04g080830.ITAG4.0	0.672826	0.569627	0.549188	0.984465	0.744728	0.734253	0.809913	0.91502	0.614965	0.838704	0.692999	1.77904	1.17088	0.858256	0.893853
Solyc04g080840.ITAG4.0	0.521676	0.400831	0.451691	0.478965	0.344448	0.855481	0.594365	0.150887	0.322284	0.331688	0.27618	0.733856	0.346293	0.298054	0.157709
Solyc04g080850.ITAG4.0	193.714	213.719	214.516	254.513	223.429	224.549	214.644	224.258	205.307	202.202	221.637	190.486	220.212	217.223	215.426
Solyc04g080890.ITAG4.0	0.0376368	0	0	0.0811861	0.0369051	0.13815	0.109094	0.0687906	0.0788361	0	0	0.0752293	0.0969194	0.0339952	0
Solyc04g080900.ITAG4.0	2.49942	2.00998	1.929	3.07755	2.52258	2.3145	1.50028	1.73274	2.36043	2.25517	2.17036	1.70702	1.2997	1.09164	1.38482
Solyc04g080920.ITAG4.0	0	0	0.0367036	0	0	0	0	0	0	0.0406011	0	0	0	0	0
Solyc04g080930.ITAG4.0	9.28235	8.05827	9.22628	10.338	7.47259	7.84795	7.86893	7.95121	9.53923	9.72737	10.3007	9.96264	10.1545	9.52166	9.86711
Solyc04g080940.ITAG4.0	94.7285	79.9167	66.9841	72.2579	90.4839	72.1468	85.778	124.58	131.404	111.472	89.5	134.55	34.3488	63.1945	65.0173
Solyc04g080950.ITAG4.0	1.48815	1.70823	2.3514	2.06035	1.88325	2.28659	1.48101	0.960136	1.98252	1.29511	1.48383	1.31795	1.64951	1.35781	1.27716
Solyc04g080960.ITAG4.0	735.894	794.218	854.147	903.916	843.586	896.46	516.413	630.278	520.185	545.394	607.722	518.638	301.146	384.575	410.319
Solyc04g080970.ITAG4.0	1.33747	1.61793	1.3756	0.960118	1.58368	1.18171	2.06991	2.32853	1.77587	1.9265	1.55926	2.27359	1.68315	1.05015	0.855712
Solyc04g080990.ITAG4.0	12.8025	9.02764	13.5187	7.85767	7.21082	11.0765	2.55593	3.15594	3.39647	5.4646	9.65192	7.97333	6.3669	10.4943	4.7021
Solyc04g081000.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc04g081010.ITAG4.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solyc04g081020.ITAG4.0	13.3827	9.84566	13.3286	6.34366	8.48437	7.3931	5.34545	8.0871	7.26673	7.65609	6.82037	6.46052	5.62738	4.73308	5.48293
Solyc04g081030.ITAG4.0	25.5823	26.7564	26.0195	27.2023	25.443	26.4932	29.7941	28.9781	32.8929	29.3663	30.1841	32.352	25.8795	29.0678	29.9856
Solyc04g081050.ITAG4.0	20.5014	17.2569	20.3779	17.9632	18.2373	18.5206	15.7396	15.2118	15.5867	12.4495	15.1975	15.6913	16.5819	16.8639	16.512
Solyc04g081060.ITAG4.0	0.172577	0.260498	0.180581	0.201602	0.292957	0.296519	0.166098	0.33655	0.318796	0.674498	0.202092	0.370778	0.308088	0.201709	0.187263
Solyc04g081070.ITAG4.0	7.12497	7.40032	6.24939	8.96443	7.09106	7.23215	8.11358	6.92092	7.87714	7.16162	7.7712	8.72984	5.87463	6.57518	8.65872
Solyc04g081090.ITAG4.0	112.791	110.431	125.881	117.123	99.9261	132.312	123.377	98.4222	125.701	120.31	124.883	109.085	107.589	105.718	104.474
Solyc04g081100.ITAG4.0	5.68513	5.62662	5.21375	5.54349	5.2053	5.16914	4.85845	4.6702	4.86754	4.55197	4.84346	4.89744	4.92526	4.61856	4.46705
Solyc04g081160.ITAG4.0	15.5425	30.4363	20.7212	22.091	19.1619	16.4672	29.9482	24.3373	24.079	26.9447	30.4353	25.7811	18.1907	22.6141	19.9212
Solyc04g081170.ITAG4.0	26.5359	29.3822	24.8386	28.0837	27.4995	28.5058	26.5072	28.1891	29.7251	26.9468	29.4979	28.2638	21.8945	22.3934	27.0931
Solyc04g081190.ITAG4.0	11.3171	10.232	13.869	12.5757	11.4563	12.5743	12.2375	11.4854	11.9513	13.8832	11.2815	12.9954	9.93584	10.2336	11.27
Solyc04g081200.ITAG4.0	39.5832	35.9422	36.3704	39.3825	35.4738	35.8026	39.3909	38.3333	38.2812	44.913	40.3559	41.515	28.2249	35.0257	33.8444
Solyc04g081210.ITAG4.0	33.0394	34.7432	39.1761	36.7224	34.3719	36.1211	31.07	29.0107	29.2661	29.3498	31.714	29.4339	39.6412	36.3632	36.5205
Solyc04g081220.ITAG4.0	21.2069	23.3196	17.3059	25.9923	23.0333	28.526	25.315	29.1208	34.1184	32.4795	32.6714	33.4831	27.307	26.5598	27.2203
Solyc04g081230.ITAG4.0	8.5243	9.54383	8.95849	6.95175	5.67418	8.01912	18.1711	15.7948	17.4079	8.67817	8.80225	10.9248	5.58067	7.31045	6.46283
Solyc04g081260.ITAG4.0	44.2824	47.0545	49.8418	26.4577	25.5945	32.6678	51.0369	47.742	58.6036	32.2345	34.2661	41.7266	23.131	26.8257	26.9365
Solyc04g081280.ITAG4.0	15.4221	15.533	15.7444	17.5955	14.9745	14.7538	14.8302	14.7564	15.9847	17.2963	17.1117	16.6381	16.2771	14.6299	15.6638
Solyc04g081290.ITAG4.0	36.7756	39.0903	38.8142	29.2262	23.6988	25.2798	11.6788	14.9555	12.753	15.8398	18.3061	15.1534	12.4829	13.6537	14.0799
Solyc04g081300.ITAG4.0	4.5276	3.7574	6.81834	3.36503	1.66323	7.22692	4.74291	3.09716	5.48615	3.30278	2.73458	2.94654	1.92829	2.62865	2.43314
Solyc04g081310.ITAG4.0	7.43819	7.93651	9.10261	9.60362	7.59982	9.10548	8.17396	5.81195	8.55533	7.48199	7.36027	5.71188	6.0517	7.70671	6.45163
Solyc04g081320.ITAG4.0	2.58158	1.86509	3.36568	3.49866	2.59831	3.04791	1.79899	4.22021	2.08736	2.07462	3.03054	3.7793	2.15568	3.57184	4.04852
Solyc04g081330.ITAG4.0	6.32884	5.98465	4.77043	6.24979	5.41136	6.66876	5.14767	6.29404	3.97468	5.69754	4.107	3.45002	4.38502	6.43267	6.00196
Solyc04g081340.ITAG4.0	16.6785	16.4848	17.9343	14.9948	17.4556	13.259	17.4133	18.6809	17.63	15.8855	14.6778	13.54	15.9942	14.619	18.2174
Solyc04g081350.ITAG4.0	1.08359	1.20965	1.07248	1.30002	0.961768	1.26905	0.855949	0.658964	1.37477	1.11828	0.824071	1.80424	2.77703	3.50728	2.54297
Solyc04g081360.ITAG4.0	8.16314	9.06781	7.12473	8.49925	6.36227	8.47519	9.30939	9.33922	11.4125	9.59385	12.0619	11.8066	6.84707	9.02896	8.06875
Solyc04g081390.ITAG4.0	0.908599	0.8899	1.13566	0.481496	0.477986	1.09873	1.33301	1.3896	0.240222	2.21125	1.12411	0.685136	0.0970801	0.318164	0.287951
Solyc04g081400.ITAG4.0	15.4814	16.0943	15.4719	12.6564	11.0732	14.8588	15.872	11.4812	13.6392	12.9616	15.544	16.4466	9.86168	11.8671	9.2836
Solyc04g081410.ITAG4.0	39.0359	35.8457	35.5462	33.8743	41.085	33.7888	42.8426	37.2587	39.7328	39.4113	40.5375	32.4543	32.3586	44.0836	34.4699
Solyc04g081420.ITAG4.0	3.87707	4.86434	4.78821	6.11778	4.21443	5.12171	4.30663	5.43212	4.41881	5.05299	5.23934	5.40054	3.55675	4.09719	4.46916
Solyc04g081430.ITAG4.0	11.013	13.3989	15.3193	13.9698	22.5777	12.9663	16.0207	13.8112	16.0952	16.374	16.1978	14.4006	13.2685	15.126	12.5187
Solyc04g081440.ITAG4.0	141.828	159.406	169.904	217.086	191.943	173.756	175.269	189.464	171.602	193.386	185.358	160.735	220.211	207.562	201.938
Solyc04g081450.ITAG4.0	2.2676	2.14169	3.1357	3.19468	1.55366	2.17303	2.42263	2.9272	1.22225	2.42978	2.5176	2.15929	2.1497	2.69842	2.48648
Solyc04g081470.ITAG4.0	12.0072	11.5941	14.4976	13.8274	10.0338	13.1086	11.8176	15.606	16.5208	17.0872	12.9848	16.2888	14.823	15.1684	15.8266
Solyc04g081480.ITAG4.0	3.29263	3.29839	3.517	3.41365	2.27086	3.09215	2.75653	4.23274	1.32304	1.82679	4.34641	4.13822	1.66003	4.4843	4.21785
Solyc04g081490.ITAG4.0	130.315	139.154	156.234	147.557	124.566	166.385	140.901	120.148	128.99	140.244	142.663	142.989	99.123	120.555	120.409
